price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age.at.sale,sqft_living15,sqft_lot15,renovated_yes
398000.0,3,1.5,1310,2996,2.0,0,0,3,7,1310,0,17,1310,2997,0
1350000.0,3,2.5,2390,5500,1.0,0,3,3,9,1700,690,63,2700,5500,0
1200000.0,4,2.25,2320,13114,2.0,0,0,5,8,2320,0,48,2740,15000,0
1310000.0,6,3.0,2980,7200,1.5,0,2,3,8,2980,0,104,1720,3600,0
650500.0,5,4.25,3920,11412,2.0,0,0,3,7,3920,0,60,1400,9750,1
240000.0,3,1.0,1040,7800,1.0,0,0,3,7,1040,0,67,1780,8400,0
506000.0,2,1.0,1060,3588,1.0,0,0,4,7,960,100,89,1570,3741,0
720000.0,4,2.25,2410,8400,2.0,0,0,5,8,2410,0,50,1910,8056,0
459950.0,3,1.75,1850,6869,1.0,0,2,5,6,1100,750,96,1850,10096,0
450000.0,4,1.75,1850,7730,1.0,0,0,5,7,1100,750,59,2260,8581,0
580000.0,3,2.5,1740,1280,3.0,0,2,3,8,1740,0,7,1740,1308,0
217000.0,3,1.0,1400,7800,1.0,0,0,3,7,1400,0,53,1400,7800,0
255000.0,4,2.25,1680,3179,2.0,0,0,3,8,1680,0,13,1678,3590,0
300000.0,3,2.0,1260,2550,2.0,0,0,3,7,1260,0,28,1590,3825,0
749000.0,4,2.5,1710,9627,1.0,0,0,3,9,1440,270,39,2140,9131,1
610000.0,4,2.5,2410,15899,2.0,0,3,3,9,2410,0,25,2360,11412,0
652600.0,4,2.5,2220,5900,2.0,0,0,3,8,2220,0,1,1620,5900,0
350000.0,3,1.5,1870,9000,1.0,0,0,3,7,1120,750,92,1850,6000,0
355000.0,4,1.75,2160,8000,1.0,0,0,4,9,1660,500,39,2350,8200,0
1690000.0,4,4.0,5000,12941,3.0,0,2,3,12,5000,0,13,4560,12941,0
281000.0,3,1.75,1690,9826,1.0,0,0,4,7,1690,0,27,1980,9826,0
508000.0,4,2.25,3320,53392,2.0,0,0,4,8,2000,1320,29,3230,43129,0
555000.0,5,2.5,2450,5047,2.0,0,0,3,8,2450,0,8,2450,4478,0
395000.0,2,1.75,1210,1161,2.0,0,0,3,8,1210,0,1,1700,2285,0
605004.0,4,2.0,1370,4000,2.0,0,0,3,9,1370,0,64,2010,5720,0
259875.0,5,2.5,2200,6250,2.0,0,0,3,7,2200,0,19,1850,6091,0
206000.0,2,1.5,1820,8867,2.0,0,0,3,7,1820,0,94,1430,9288,0
520000.0,3,2.5,2460,54885,2.0,0,0,4,8,2460,0,35,2770,21407,0
415000.0,3,2.5,2480,8342,2.0,0,0,3,8,2480,0,29,2300,8303,0
385000.0,4,1.75,1660,10757,1.0,0,0,3,7,1000,660,35,1880,8319,0
750000.0,4,2.75,2810,5497,2.0,0,0,3,9,2810,0,4,2990,5842,0
418395.0,4,2.5,2906,5893,2.0,0,0,3,9,2906,0,1,2680,4950,0
730000.0,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,11,3480,7447,0
277000.0,4,2.5,1850,5880,2.0,0,0,3,8,1850,0,17,2370,6500,0
570000.0,2,1.0,1790,3760,1.5,0,0,4,8,1490,300,103,1458,3760,0
540000.0,3,2.5,1950,13227,2.0,0,0,4,9,1950,0,37,2650,12943,0
752000.0,6,3.75,3810,6663,2.0,0,0,4,8,3810,0,38,1610,4561,0
950000.0,4,2.75,3800,12200,2.0,0,3,4,10,3800,0,29,3710,14796,0
265000.0,3,2.25,2540,7216,2.0,0,0,3,8,2540,0,24,2140,7531,0
360000.0,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,23,2280,9937,0
949000.0,4,2.75,2980,42253,1.0,0,0,4,9,1860,1120,42,2980,42253,0
247500.0,4,2.0,1760,8400,1.0,0,0,3,7,1060,700,53,1280,8415,0
526000.0,4,2.0,1610,8000,1.0,0,0,3,7,1190,420,49,1560,7896,0
333700.0,3,2.5,2230,5050,2.0,0,0,3,7,2230,0,9,2260,5050,0
420000.0,5,3.0,2150,6117,1.0,0,0,3,7,1370,780,12,1990,6064,0
478000.0,3,1.0,1280,2580,1.5,0,0,3,8,1280,0,105,1410,3150,1
330000.0,3,1.75,1430,8865,1.0,0,0,3,7,1430,0,65,1250,8154,0
425000.0,5,1.75,1400,5071,1.0,0,0,3,5,1400,0,99,1200,7500,0
1330000.0,4,2.5,2440,3600,2.5,0,0,4,8,2440,0,113,2440,5440,0
274500.0,3,2.25,1720,9000,1.0,0,0,4,8,1320,400,46,1930,8000,0
1580000.0,4,3.25,3760,10920,1.5,0,0,5,9,2400,1360,65,3430,11050,0
219000.0,3,1.5,1740,5200,1.0,0,0,4,7,1060,680,38,1540,5200,0
229950.0,3,2.0,1410,7466,1.0,0,0,3,7,1410,0,32,1410,7610,0
333000.0,3,1.5,1260,5758,2.0,0,0,3,7,1260,0,16,3090,10142,0
570000.0,3,1.75,2390,9000,1.0,0,0,3,8,1500,890,40,2040,9000,0
200500.0,3,2.0,1280,14972,1.0,0,0,3,7,1280,0,52,1800,9698,0
545000.0,4,2.25,2050,9720,2.0,0,0,3,8,2050,0,48,2310,9680,0
415000.0,3,1.75,1910,12596,1.0,0,0,3,7,1340,570,38,1550,13310,0
650000.0,3,2.0,2300,5000,1.0,0,0,4,8,1150,1150,77,2300,5000,0
450000.0,3,1.75,1400,13775,1.0,0,0,3,8,1400,0,52,2200,10450,0
522000.0,4,2.25,1800,8623,1.0,0,0,4,8,1360,440,35,2370,8623,0
369950.0,3,2.0,1270,1320,3.0,0,0,3,8,1270,0,9,1370,1320,0
530000.0,3,3.5,2320,3174,2.0,0,0,3,9,2060,260,18,2320,3187,0
833000.0,4,2.75,3780,10308,2.0,0,0,3,10,3780,0,16,3500,10740,0
740000.0,3,1.5,1830,4000,1.0,0,0,4,7,1350,480,105,1570,3672,0
485000.0,3,2.5,2270,7887,2.0,0,2,3,8,2270,0,11,2550,7133,0
630000.0,3,1.75,1940,7306,1.0,0,0,3,8,1470,470,33,2360,8865,0
230000.0,3,2.5,1920,9180,2.0,0,0,3,8,1920,0,27,1930,7252,0
399950.0,3,2.0,1590,87120,1.0,0,3,3,8,1590,0,17,2780,183161,0
699188.0,4,3.25,3250,5478,2.0,0,0,3,9,3250,0,1,3250,5482,0
336000.0,3,3.0,1790,13350,1.0,0,0,3,7,1190,600,27,1740,10624,0
404000.0,3,1.75,1720,7202,1.0,0,0,3,7,1720,0,20,1720,7625,0
550000.0,3,1.75,1650,3200,1.5,0,0,3,8,1650,0,114,1500,2400,0
535000.0,1,1.0,920,5000,1.0,0,3,4,7,920,0,109,1890,5000,0
515000.0,5,2.0,2220,6000,1.5,0,0,4,7,1390,830,90,1600,6000,0
738000.0,4,2.5,2830,5010,2.0,0,0,3,9,2170,660,15,1880,5739,0
830000.0,3,3.5,3820,145054,2.0,0,3,3,9,2870,950,16,2500,95950,0
205000.0,2,1.5,830,1020,2.0,0,0,3,7,830,0,9,830,1379,0
458000.0,4,3.5,3217,4000,2.0,0,0,3,8,2587,630,7,2996,5418,0
220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,47,1750,8140,0
470500.0,4,2.25,2070,14000,1.0,0,0,3,7,1720,350,57,1690,14444,0
494500.0,4,3.0,3760,8804,2.0,0,0,3,8,2470,1290,13,1960,7225,0
364000.0,2,1.5,1650,7311,1.0,0,0,3,7,860,790,37,1660,7255,0
965000.0,4,2.5,3570,17411,2.0,0,0,3,10,3570,0,25,3510,16153,0
333000.0,4,2.5,2400,7270,2.0,0,0,3,8,2400,0,22,2150,6584,0
290000.0,3,1.0,960,4560,1.0,0,0,4,7,960,0,47,970,4800,0
360000.0,2,2.5,1233,1244,2.0,0,0,3,7,963,270,8,1230,1300,0
248000.0,3,1.0,1260,6000,1.0,0,0,4,6,1260,0,61,1520,6600,0
825000.0,2,1.0,1240,42247,1.0,0,1,4,7,1240,0,100,1550,12459,0
383000.0,4,2.5,2160,6223,2.0,0,0,3,8,2160,0,5,2160,5555,0
169000.0,3,1.0,910,7686,1.0,0,0,3,7,910,0,46,1020,7686,0
260000.0,3,1.5,1320,9750,1.0,0,0,3,7,1320,0,61,1530,9750,0
672600.0,3,2.25,1520,5750,2.0,0,0,3,8,1400,120,107,1420,5650,1
218000.0,3,1.0,880,18205,1.0,0,0,4,6,880,0,70,1110,16115,0
630000.0,4,2.5,2510,35020,1.0,0,0,4,8,1610,900,38,2080,34398,0
455000.0,2,1.0,830,4000,1.0,0,0,4,6,830,0,68,1420,4000,0
459950.0,5,2.75,3078,6371,2.0,0,0,3,9,3078,0,1,1979,19030,0
313950.0,3,1.0,1510,6083,1.0,0,0,4,6,860,650,75,1510,5712,0
263000.0,3,1.0,1250,7560,1.0,0,0,3,6,1250,0,56,1270,7615,0
427500.0,4,2.5,3160,8726,2.0,0,0,3,9,3160,0,16,2500,8648,0
555000.0,3,1.0,1250,4590,1.5,0,0,3,6,970,280,112,1830,4080,0
374950.0,3,2.25,1390,1484,3.0,0,0,3,8,1390,0,8,1250,1087,0
660000.0,3,3.25,1980,2850,3.0,0,0,3,7,1980,0,28,1630,4560,0
1340000.0,3,2.75,2730,38869,1.5,1,4,3,9,1940,790,52,2630,28188,1
245000.0,2,1.0,1120,5650,1.0,0,1,3,6,720,400,111,2160,6480,0
464550.0,3,1.5,1690,10500,1.0,0,0,4,7,1690,0,48,1570,10500,0
635000.0,3,3.5,1730,1349,3.0,0,0,3,9,1350,380,6,1830,3300,0
320000.0,3,2.0,1550,34175,1.5,0,0,3,7,1550,0,16,2300,35174,0
890000.0,6,3.75,2770,5000,1.0,0,0,3,8,1870,900,46,1570,2108,0
216650.0,3,3.5,1480,1077,2.0,0,0,3,7,1300,180,8,1140,2003,0
360000.0,4,2.5,2210,17715,2.0,0,0,3,8,2210,0,18,2210,16907,0
166000.0,3,1.0,1010,11675,1.0,0,0,3,7,1010,0,58,1370,10042,0
525000.0,4,1.75,1600,7400,1.0,0,0,3,7,1210,390,42,1640,7500,0
738000.0,5,3.5,2790,16952,2.0,0,2,3,10,1970,820,24,2980,17281,0
750000.0,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,14,2080,8615,0
397900.0,3,2.75,2500,35245,1.0,0,0,3,7,1580,920,15,2060,153766,0
360000.0,4,2.5,2640,7388,2.0,0,0,3,7,2640,0,12,2640,6383,0
199500.0,3,1.75,1690,8901,1.0,0,0,3,7,1690,0,29,1690,7532,0
374950.0,4,1.5,1970,14490,1.5,0,0,4,7,1970,0,52,1880,14880,0
535000.0,2,1.0,1030,4841,1.0,0,0,3,7,920,110,76,1530,4944,0
921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,21,2840,87991,0
200000.0,2,1.0,700,4700,1.0,0,0,5,5,700,0,62,960,5200,0
1300000.0,4,3.5,3790,90169,2.0,0,0,3,11,3790,0,17,3410,46951,0
608000.0,3,2.5,1760,1472,3.0,0,0,3,8,1640,120,9,1760,5400,0
1240000.0,5,3.25,5790,13726,2.0,0,3,3,10,4430,1360,1,5790,13726,0
630000.0,4,2.5,2330,31705,2.0,0,0,4,8,2330,0,35,2460,36600,0
880000.0,4,2.5,3550,8618,2.0,0,0,3,10,3550,0,8,1310,9746,0
430000.0,3,3.75,3890,7140,1.0,0,2,3,8,2390,1500,72,1820,7320,1
440000.0,4,2.5,2880,8061,2.0,0,0,3,9,2880,0,27,2650,7660,0
491000.0,3,2.0,1250,1306,3.0,0,0,3,7,1250,0,15,1320,1306,0
585000.0,3,3.5,1700,2197,2.0,0,0,3,8,1260,440,5,1360,1418,0
195000.0,3,1.5,1200,7800,1.0,0,0,4,7,1200,0,57,1390,8415,0
448000.0,4,2.5,2230,5000,1.0,0,0,3,7,1650,580,9,2090,4637,0
530000.0,3,2.25,2160,8114,1.0,0,0,3,8,1460,700,55,2160,8000,0
550000.0,3,2.25,1980,40887,1.0,0,0,4,8,1980,0,35,2460,35700,0
390000.0,3,1.0,1160,3750,1.5,0,0,3,7,1160,0,105,1530,3750,0
383000.0,3,1.75,1410,7215,1.0,0,0,3,7,1410,0,48,1550,7600,0
449500.0,4,2.0,2430,199940,1.0,0,0,3,8,1310,1120,54,2220,150282,0
219950.0,2,1.0,1010,4120,2.0,0,0,3,6,1010,0,108,1200,4120,0
450000.0,3,1.0,1360,3737,1.5,0,0,4,6,1360,0,105,1820,4500,0
3420000.0,5,5.0,5450,20412,2.0,0,0,3,11,5450,0,1,3160,17825,0
330000.0,3,1.75,1320,9675,1.5,0,0,4,7,1320,0,45,1160,9675,0
240000.0,3,2.25,1481,2820,2.0,0,0,3,7,1481,0,3,1481,3028,0
245990.0,3,1.0,1040,8410,1.0,0,0,3,7,1040,0,73,1350,8410,1
469950.0,4,2.75,2720,6427,1.0,0,0,3,8,1650,1070,7,2720,8484,0
425000.0,2,1.0,1090,6000,1.0,0,0,3,7,1090,0,93,1960,5000,0
1250000.0,3,2.5,2710,13120,1.0,0,0,3,10,2710,0,56,3130,13566,0
690000.0,4,2.5,2820,8307,2.0,0,0,3,9,2820,0,25,2820,8307,0
252000.0,4,1.75,1120,8250,1.0,0,0,4,7,1120,0,49,1330,7975,0
287000.0,3,1.75,1940,9000,1.0,0,0,3,7,1290,650,50,1900,9120,0
226000.0,3,1.75,1490,6269,1.0,0,0,4,6,990,500,71,1490,7722,0
318888.0,4,1.75,2320,12000,1.0,0,0,4,8,2270,50,42,2120,9880,0
1050000.0,3,2.25,2480,15022,1.0,0,4,3,9,1330,1150,48,2500,8178,1
340000.0,4,2.5,3020,8750,1.0,0,0,3,8,1710,1310,55,1900,8750,0
660000.0,4,3.5,3400,5196,2.0,0,0,3,9,3400,0,3,3170,5260,0
550000.0,2,1.0,950,4080,1.0,0,0,4,7,950,0,91,1120,4080,0
744000.0,4,2.75,2830,13059,2.0,0,0,3,10,2830,0,17,3840,11596,0
998000.0,3,3.75,3710,34412,2.0,0,0,3,10,2910,800,37,2390,34412,0
2900000.0,5,2.5,3750,91681,2.0,1,4,3,10,3750,0,90,3540,24293,0
305000.0,3,1.5,1480,9086,1.0,0,0,3,7,1480,0,53,1540,9750,0
852500.0,5,3.75,3830,8131,2.0,0,0,3,10,3830,0,10,3570,7290,0
690000.0,3,2.0,1760,6428,1.0,0,0,4,7,980,780,73,1760,6004,0
270000.0,4,2.5,1670,8056,1.0,0,0,3,7,1170,500,54,1360,8056,0
245000.0,3,1.75,1260,6908,1.0,0,0,3,7,1260,0,21,1810,7159,0
1200000.0,5,4.0,2710,2800,3.0,0,0,3,10,2380,330,41,1530,3600,1
385000.0,3,2.25,2110,8000,2.0,0,0,3,8,2110,0,40,1740,7270,0
435000.0,4,2.5,1700,6380,1.0,0,0,4,7,850,850,75,1380,6380,0
205000.0,3,2.25,1250,952,3.0,0,0,3,8,1250,0,7,1250,1030,0
528000.0,4,2.75,2050,7171,1.0,0,0,3,8,1540,510,27,1960,7110,0
257000.0,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,100,1510,7871,0
