price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age.at.sale,renovated,sqft_living15,sqft_lot15
399950,3,2,1590,87120,1,0,3,3,8,1590,0,17,no,2780,183161
699188,4,3.25,3250,5478,2,0,0,3,9,3250,0,1,no,3250,5482
336000,3,3,1790,13350,1,0,0,3,7,1190,600,27,no,1740,10624
404000,3,1.75,1720,7202,1,0,0,3,7,1720,0,20,no,1720,7625
550000,3,1.75,1650,3200,1.5,0,0,3,8,1650,0,114,no,1500,2400
535000,1,1,920,5000,1,0,3,4,7,920,0,109,no,1890,5000
515000,5,2,2220,6000,1.5,0,0,4,7,1390,830,90,no,1600,6000
738000,4,2.5,2830,5010,2,0,0,3,9,2170,660,15,no,1880,5739
830000,3,3.5,3820,145054,2,0,3,3,9,2870,950,16,no,2500,95950
205000,2,1.5,830,1020,2,0,0,3,7,830,0,9,no,830,1379
458000,4,3.5,3217,4000,2,0,0,3,8,2587,630,7,no,2996,5418
220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,47,no,1750,8140
470500,4,2.25,2070,14000,1,0,0,3,7,1720,350,57,no,1690,14444
494500,4,3,3760,8804,2,0,0,3,8,2470,1290,13,no,1960,7225
364000,2,1.5,1650,7311,1,0,0,3,7,860,790,37,no,1660,7255
965000,4,2.5,3570,17411,2,0,0,3,10,3570,0,25,no,3510,16153
333000,4,2.5,2400,7270,2,0,0,3,8,2400,0,22,no,2150,6584
290000,3,1,960,4560,1,0,0,4,7,960,0,47,no,970,4800
360000,2,2.5,1233,1244,2,0,0,3,7,963,270,8,no,1230,1300
248000,3,1,1260,6000,1,0,0,4,6,1260,0,61,no,1520,6600
825000,2,1,1240,42247,1,0,1,4,7,1240,0,100,no,1550,12459
383000,4,2.5,2160,6223,2,0,0,3,8,2160,0,5,no,2160,5555
169000,3,1,910,7686,1,0,0,3,7,910,0,46,no,1020,7686
260000,3,1.5,1320,9750,1,0,0,3,7,1320,0,61,no,1530,9750
672600,3,2.25,1520,5750,2,0,0,3,8,1400,120,107,yes,1420,5650
218000,3,1,880,18205,1,0,0,4,6,880,0,70,no,1110,16115
630000,4,2.5,2510,35020,1,0,0,4,8,1610,900,38,no,2080,34398
455000,2,1,830,4000,1,0,0,4,6,830,0,68,no,1420,4000
459950,5,2.75,3078,6371,2,0,0,3,9,3078,0,1,no,1979,19030
313950,3,1,1510,6083,1,0,0,4,6,860,650,75,no,1510,5712
263000,3,1,1250,7560,1,0,0,3,6,1250,0,56,no,1270,7615
427500,4,2.5,3160,8726,2,0,0,3,9,3160,0,16,no,2500,8648
555000,3,1,1250,4590,1.5,0,0,3,6,970,280,112,no,1830,4080
374950,3,2.25,1390,1484,3,0,0,3,8,1390,0,8,no,1250,1087
660000,3,3.25,1980,2850,3,0,0,3,7,1980,0,28,no,1630,4560
1340000,3,2.75,2730,38869,1.5,1,4,3,9,1940,790,52,yes,2630,28188
245000,2,1,1120,5650,1,0,1,3,6,720,400,111,no,2160,6480
464550,3,1.5,1690,10500,1,0,0,4,7,1690,0,48,no,1570,10500
635000,3,3.5,1730,1349,3,0,0,3,9,1350,380,6,no,1830,3300
320000,3,2,1550,34175,1.5,0,0,3,7,1550,0,16,no,2300,35174
890000,6,3.75,2770,5000,1,0,0,3,8,1870,900,46,no,1570,2108
216650,3,3.5,1480,1077,2,0,0,3,7,1300,180,8,no,1140,2003
360000,4,2.5,2210,17715,2,0,0,3,8,2210,0,18,no,2210,16907
166000,3,1,1010,11675,1,0,0,3,7,1010,0,58,no,1370,10042
525000,4,1.75,1600,7400,1,0,0,3,7,1210,390,42,no,1640,7500
738000,5,3.5,2790,16952,2,0,2,3,10,1970,820,24,no,2980,17281
750000,3,2.5,2400,7745,2,0,0,3,9,2400,0,14,no,2080,8615
397900,3,2.75,2500,35245,1,0,0,3,7,1580,920,15,no,2060,153766
360000,4,2.5,2640,7388,2,0,0,3,7,2640,0,12,no,2640,6383
199500,3,1.75,1690,8901,1,0,0,3,7,1690,0,29,no,1690,7532
374950,4,1.5,1970,14490,1.5,0,0,4,7,1970,0,52,no,1880,14880
535000,2,1,1030,4841,1,0,0,3,7,920,110,76,no,1530,4944
921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,21,no,2840,87991
2.00E+05,2,1,700,4700,1,0,0,5,5,700,0,62,no,960,5200
1300000,4,3.5,3790,90169,2,0,0,3,11,3790,0,17,no,3410,46951
608000,3,2.5,1760,1472,3,0,0,3,8,1640,120,9,no,1760,5400
1240000,5,3.25,5790,13726,2,0,3,3,10,4430,1360,1,no,5790,13726
630000,4,2.5,2330,31705,2,0,0,4,8,2330,0,35,no,2460,36600
880000,4,2.5,3550,8618,2,0,0,3,10,3550,0,8,no,1310,9746
430000,3,3.75,3890,7140,1,0,2,3,8,2390,1500,72,yes,1820,7320
440000,4,2.5,2880,8061,2,0,0,3,9,2880,0,27,no,2650,7660
491000,3,2,1250,1306,3,0,0,3,7,1250,0,15,no,1320,1306
585000,3,3.5,1700,2197,2,0,0,3,8,1260,440,5,no,1360,1418
195000,3,1.5,1200,7800,1,0,0,4,7,1200,0,57,no,1390,8415
448000,4,2.5,2230,5000,1,0,0,3,7,1650,580,9,no,2090,4637
530000,3,2.25,2160,8114,1,0,0,3,8,1460,700,55,no,2160,8000
550000,3,2.25,1980,40887,1,0,0,4,8,1980,0,35,no,2460,35700
390000,3,1,1160,3750,1.5,0,0,3,7,1160,0,105,no,1530,3750
383000,3,1.75,1410,7215,1,0,0,3,7,1410,0,48,no,1550,7600
449500,4,2,2430,199940,1,0,0,3,8,1310,1120,54,no,2220,150282
219950,2,1,1010,4120,2,0,0,3,6,1010,0,108,no,1200,4120
450000,3,1,1360,3737,1.5,0,0,4,6,1360,0,105,no,1820,4500
3420000,5,5,5450,20412,2,0,0,3,11,5450,0,1,no,3160,17825
330000,3,1.75,1320,9675,1.5,0,0,4,7,1320,0,45,no,1160,9675
240000,3,2.25,1481,2820,2,0,0,3,7,1481,0,3,no,1481,3028
245990,3,1,1040,8410,1,0,0,3,7,1040,0,73,yes,1350,8410
469950,4,2.75,2720,6427,1,0,0,3,8,1650,1070,7,no,2720,8484
425000,2,1,1090,6000,1,0,0,3,7,1090,0,93,no,1960,5000
1250000,3,2.5,2710,13120,1,0,0,3,10,2710,0,56,no,3130,13566
690000,4,2.5,2820,8307,2,0,0,3,9,2820,0,25,no,2820,8307
252000,4,1.75,1120,8250,1,0,0,4,7,1120,0,49,no,1330,7975
287000,3,1.75,1940,9000,1,0,0,3,7,1290,650,50,no,1900,9120
226000,3,1.75,1490,6269,1,0,0,4,6,990,500,71,no,1490,7722
318888,4,1.75,2320,12000,1,0,0,4,8,2270,50,42,no,2120,9880
1050000,3,2.25,2480,15022,1,0,4,3,9,1330,1150,48,yes,2500,8178
340000,4,2.5,3020,8750,1,0,0,3,8,1710,1310,55,no,1900,8750
660000,4,3.5,3400,5196,2,0,0,3,9,3400,0,3,no,3170,5260
550000,2,1,950,4080,1,0,0,4,7,950,0,91,no,1120,4080
744000,4,2.75,2830,13059,2,0,0,3,10,2830,0,17,no,3840,11596
998000,3,3.75,3710,34412,2,0,0,3,10,2910,800,37,no,2390,34412
2900000,5,2.5,3750,91681,2,1,4,3,10,3750,0,90,no,3540,24293
305000,3,1.5,1480,9086,1,0,0,3,7,1480,0,53,no,1540,9750
852500,5,3.75,3830,8131,2,0,0,3,10,3830,0,10,no,3570,7290
690000,3,2,1760,6428,1,0,0,4,7,980,780,73,no,1760,6004
270000,4,2.5,1670,8056,1,0,0,3,7,1170,500,54,no,1360,8056
245000,3,1.75,1260,6908,1,0,0,3,7,1260,0,21,no,1810,7159
1200000,5,4,2710,2800,3,0,0,3,10,2380,330,41,yes,1530,3600
385000,3,2.25,2110,8000,2,0,0,3,8,2110,0,40,no,1740,7270
435000,4,2.5,1700,6380,1,0,0,4,7,850,850,75,no,1380,6380
205000,3,2.25,1250,952,3,0,0,3,8,1250,0,7,no,1250,1030
528000,4,2.75,2050,7171,1,0,0,3,8,1540,510,27,no,1960,7110
257000,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,100,no,1510,7871
